Solute_Canon,Solvent_Canon,gid,n_points,T_min,T_max,T_range,logS_min,logS_max,logS_range,model,A,B,C,R2,RMSE
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCO,743,11,273.15,323.15,50.0,-1.5253461063911316,-0.7911238848348688,0.7342222215562627,apelblat,-41.66516586419481,700.23183102359,6.699030346204191,0.9996388823153007,0.004384656006252163
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCOC(C)=O,743,11,273.15,323.15,50.0,-0.6940274941101353,-0.1681717269666464,0.5258557671434889,apelblat,27.31832396552025,-2028.2185208032788,-3.670411624570013,0.9993881256410453,0.004158478436123845
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CN(C)C=O,633,10,278.15,323.15,45.0,0.0572881052539495,0.2402190575240757,0.1829309522701262,apelblat,1.5090967927883225,-372.7728239156139,-0.01992787869622142,0.9999114053538625,0.0005512910114027738
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CN(C)C=O,743,11,273.15,323.15,50.0,0.0353351846130868,0.2135461393699248,0.178210954756838,apelblat,-4.877108012931039,-39.14406411490392,0.9011995080632612,0.9913955019862607,0.005113569400877875
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,COC(C)=O,743,11,273.15,323.15,50.0,-0.8658647947529098,-0.4367719413194719,0.4290928534334379,apelblat,36.71895226227038,-2299.0085855244083,-5.199398945980829,0.9998679286747253,0.001556105118691292
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,O,633,10,278.15,323.15,45.0,-3.0862603855996618,-2.4295365445699715,0.6567238410296903,apelblat,8.090038723876638,-1602.819918907386,-0.962098155786253,0.9998568157344744,0.0025119057505069487
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,O,743,11,273.15,323.15,50.0,-3.1127884146457188,-2.456692641679328,0.6560957729663905,apelblat,-19.397464772667764,-262.93150685661976,3.0738519100638366,0.9995191572677903,0.004614218483104453
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CC#N,949,6,288.5,313.2,24.69999999999999,-1.7737327806189114,-1.2950143937939218,0.4787183868249896,apelblat,-269.66708866276866,10552.576953694768,40.83501319768937,0.9949272082580152,0.01149069651918378
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CC(C)O,949,6,288.5,313.2,24.69999999999999,-2.074958523859188,-1.5744699182011357,0.5004886056580524,apelblat,-160.1359499559075,5532.717995989903,24.5175740288749,0.9994983759907518,0.0038397816827666037
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CCCCO,949,6,288.5,313.2,24.69999999999999,-1.5224088717390472,-1.0611686089090984,0.4612402628299488,apelblat,-177.2134486970629,6511.074009897509,27.032785660194442,0.9945448779813848,0.011161878174920906
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CCCCOC(C)=O,949,6,288.5,313.2,24.69999999999999,-0.926788696780072,-0.4825831563520116,0.44420554042806043,apelblat,-154.14167136118417,5542.4624742588085,23.657703130669123,0.9950988078183229,0.01027434615023658
C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1,CN(C)C=O,1150,5,323.15,383.15,60.0,-4.4194817375545785,-3.5086991412723223,0.9107825962822562,apelblat,92.34146614724153,-6449.956806667168,-13.287519977020716,0.9866678457698188,0.03558597531245953
C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1,CN1CCCC1=O,1150,5,323.15,383.15,60.0,-4.491357110318077,-3.4164327079751144,1.0749244023429627,apelblat,113.40405305995975,-7863.3100944035705,-16.190208049977716,0.9971583580380605,0.01995214767899756
C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1,Clc1ccccc1,1150,5,323.15,383.15,60.0,-4.071670009985271,-3.300747538627786,0.7709224713574856,apelblat,345.36734378345125,-19215.938701995812,-50.18455717187105,0.9997604286836118,0.0043745882121899865
C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1,O,1150,4,323.15,368.15,45.0,-5.146916330689207,-4.45296463453602,0.6939516961531869,apelblat,551.2631809044739,-29560.083231444383,-80.46459723162093,0.9998238512079697,0.0035886290853595795
C(=N\Nc1ccccc1)/c1ccc[nH]1,O,78,1,298.15,298.15,0.0,-4.489019458114034,-4.489019458114034,0.0,single_point,,,,,
C(=N\Nc1ccccc1)/c1ccco1,O,78,1,298.15,298.15,0.0,-4.498762457810566,-4.498762457810566,0.0,single_point,,,,,
C(=N\Nc1ccccc1)/c1cccs1,O,78,1,298.15,298.15,0.0,-4.541749745381413,-4.541749745381413,0.0,single_point,,,,,
C/C(=C/C(C)=N/c1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,C1CCOC1,544,10,268.15,313.15,45.0,0.1541931100536367,0.5371340974036918,0.3829409873500551,apelblat,-97.3930199958745,3625.148594651117,15.027027018422963,0.9967967195349146,0.00709045260886293
C/C(=C/C(C)=N/c1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,CCCCCC,544,10,268.15,313.15,45.0,-0.5119093765793665,-0.0698852801745662,0.44202409640480034,apelblat,-119.26806755467085,4478.415722740363,18.253118937228702,0.9970397298656075,0.007586542981363653
C/C(=C/C(C)=N/c1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,CCO,544,10,268.15,313.15,45.0,-1.8507514296148904,-1.2178289535888391,0.6329224760260512,apelblat,-62.11554156458157,1596.1748308067238,9.710316600057224,0.9949306164343099,0.01484458172333094
C/C(=C/C(C)=N/c1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,CO,544,8,283.15,318.15,35.0,-2.6023853827095453,-1.7172659189304456,0.8851194637790998,apelblat,179.7989776185724,-9995.273918760831,-26.04637364983492,0.9763216868678362,0.04328248843087336
C/C(=C/C(C)=N/c1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C,Cc1ccccc1,544,10,268.15,313.15,45.0,-0.2584122548722302,0.2141146038622244,0.47252685873445455,apelblat,-39.0997851737618,915.5865231803798,6.335259841939866,0.9957597132730791,0.010255423725389243
C/C=C/C(=O)O,CC#N,159,6,278.15,303.15,25.0,0.2621207121552964,0.8189702218390037,0.5568495096837073,apelblat,-124.87145034297988,3858.415072695209,19.769017089179638,0.9995284594153753,0.00413787843587809
C/C=C/C(=O)O,CC(=O)O,159,6,278.15,303.15,25.0,0.6644314557774891,1.0920591345928352,0.42762767881534614,apelblat,-243.44777911401593,9407.43717277111,37.36389729670878,0.9991355090215195,0.004302962531973919
C/C=C/C(=O)O,CC(C)O,159,6,278.15,303.15,25.0,0.6366186766659702,1.0050566166762005,0.36843794001023034,apelblat,-116.51217791766832,4055.9363213749716,18.224359516001574,0.9990947055248098,0.0037670695412399093
C/C=C/C(=O)O,CCCCO,159,6,278.15,303.15,25.0,0.4579491413184561,0.8166574772761094,0.3587083359576533,apelblat,-20.61967357147083,-124.14864558728063,3.82387749358984,0.9986485255791975,0.004597643540983134
C/C=C/C(=O)O,CCO,159,6,278.15,303.15,25.0,0.6987415070802048,1.0592392823684318,0.360497775288227,apelblat,-78.71757689643346,2413.2447780631046,12.568803312305407,0.9971907472018743,0.006642955851638489
C/C=C/C(=O)O,CCOC(C)=O,159,5,288.15,308.15,20.0,0.6861907172415823,1.0036906356718045,0.3174999184302222,apelblat,-69.47504465697465,1912.073162678286,11.21644213665037,0.9986463707345151,0.004191854833196257
C/C=C/C(=O)O,CN(C)C=O,159,6,278.15,303.15,25.0,1.0117918609523338,1.3008429275018407,0.28905106654950696,apelblat,-39.23675119397734,910.9744411161158,6.568868024139931,0.995153631625963,0.0070388824585024224
C/C=C/C(=O)O,CO,159,6,278.15,303.15,25.0,0.6906069723218915,1.0842305687918976,0.3936235964700061,apelblat,15.140387780681028,-1759.9557785580812,-1.4434121146985037,0.9991271162728049,0.004013772364741026
C/C=C/C=C/C(=O)O,CC#N,216,9,285.15,323.15,38.0,-0.916482742124954,-0.2396773090675615,0.6768054330573925,apelblat,44.61431269487157,-3402.1631626599265,-5.942852644276606,0.9950613804290658,0.015189851940192733
C/C=C/C=C/C(=O)O,CC(C)=O,216,9,285.15,323.15,38.0,-0.162501645079825,0.3824549651641701,0.5449566102439951,apelblat,-70.17073730240293,2020.4973933303668,11.129784773071288,0.997397168343956,0.009326691309575792
C/C=C/C=C/C(=O)O,CC(C)O,216,9,285.15,323.15,38.0,-0.2792987335647196,0.1634896378560691,0.44278837142078875,apelblat,122.84027617075954,-6454.235960859843,-17.774683689162266,0.9967809505034709,0.008184220389709783
C/C=C/C=C/C(=O)O,CCCCO,216,9,285.15,323.15,38.0,-0.1391802714526474,0.3475967947807565,0.4867770662334039,apelblat,45.69030262048818,-3017.5964278959573,-6.232643629563879,0.9963607925612549,0.009186050140968391
C/C=C/C=C/C(=O)O,CCCO,106,9,283.15,323.15,40.0,-0.5566451626383193,0.3611343423273182,0.9177795049656375,apelblat,135.0119462479387,-7847.089556177175,-19.102238060023858,0.9964900054218451,0.017372150387355796
C/C=C/C=C/C(=O)O,CCO,216,9,285.15,323.15,38.0,-0.0974673366526018,0.4424700939223925,0.5399374305749943,apelblat,-119.53974076669877,4301.23714675261,18.460894558868464,0.9990865805715625,0.005294159616588914
C/C=C/C=C/C(=O)O,CCOC(C)=O,216,9,285.15,323.15,38.0,-0.5488573574110437,0.046718619581783,0.5955759769928267,apelblat,14.749320121615488,-1894.3569008931925,-1.531079810919777,0.9984821079896151,0.007511499052722847
C/C=C/C=C/C(=O)O,CO,216,9,285.15,323.15,38.0,-0.0733610145835702,0.4504424755978758,0.523803490181446,apelblat,127.79995658443758,-6828.100218199161,-18.384112936628,0.9995036747809134,0.0037757197125278226
C/C=C/C=C/C(=O)O,COC(C)(C)C,216,9,285.15,323.15,38.0,-0.4479336523039398,0.045459490486599,0.4933931427905388,apelblat,-53.2718312112946,1346.1454969863435,8.508032022533861,0.9976977622022957,0.007987164536496739
C1=Cc2cccc3cccc1c23,CC(C)O,1312,10,278.3,323.25,44.94999999999999,-1.2036125892245455,-0.3114671607689237,0.8921454284556218,apelblat,-51.13616321406662,737.9381664892841,8.400414020485174,0.9999188208537239,0.002558734847125125
C1=Cc2cccc3cccc1c23,CCCCO,1312,10,278.25,323.05,44.80000000000001,-0.9469634951603116,-0.1396651079979366,0.807298387162375,apelblat,-53.95853298332214,1009.9758668528797,8.773260780054532,0.9998043571140791,0.0036097971736332923
C1=Cc2cccc3cccc1c23,CCO,1312,10,278.1,323.15,45.049999999999955,-1.092026108538786,-0.2971406716353025,0.7948854369034835,apelblat,-43.48339179628822,558.6425769008852,7.174974351812585,0.9998647878174736,0.0029450962815341045
C1=Cc2cccc3cccc1c23,Cc1ccccc1,1312,10,278.47,323.2,44.72999999999996,0.0458617958829749,0.7800993024491195,0.7342375065661446,apelblat,-108.25482552607417,3617.453383184573,16.93175724263676,0.999688781981591,0.004092854467078325
C1=Cc2ccccc2Nc2ccccc21,C1COCCO1,407,8,288.15,323.15,35.0,-0.4201464436990498,-0.1162333805411725,0.3039130631578773,apelblat,-7.0912351980378565,-378.27031883545345,1.4098399298712276,0.9985216560455809,0.003825421754661559
C1=Cc2ccccc2Nc2ccccc21,CC#N,407,10,278.15,323.15,45.0,-1.3199371158548403,-0.7016843900555433,0.618252725799297,apelblat,-27.30909231669872,127.9252577549099,4.536472081348924,0.9997080496359778,0.0033600209731170856
C1=Cc2ccccc2Nc2ccccc21,CC(=O)N(C)C,407,10,278.15,323.15,45.0,0.1445475534868774,0.4259038499367812,0.2813562964499038,apelblat,-10.31141773819543,-4.551215801587848,1.8607633421902388,0.9997423224447521,0.0014409053276036666
