doi,group_id,n_rows,group_n_dois
10.1007/s10953-024-01416-1,111,15,1
10.1007/s10953-024-01426-z,112,104,1
10.1007/s10953-025-01427-6,113,10,1
10.1007/s10953-025-01434-7,10,9,2
10.1007/s10953-025-01453-4,114,108,1
10.1007/s10953-025-01487-8,115,21,1
10.1007/s10953-025-01490-z,116,108,1
10.1007/s10953-025-01498-5,117,18,1
10.1007/s10953-025-01533-5,118,12,1
10.1007/s11814-006-0026-y,119,25,1
10.1016/0021-9614(87)90139-X,0,104,4
10.1016/0021-9614(89)90151-1,120,69,1
10.1016/0021-9614(89)90161-4,121,126,1
10.1016/0021-9614(90)90201-z,122,70,1
10.1016/0378-3812(87)80014-6,123,58,1
10.1016/0378-3812(88)80043-8,124,7,1
10.1016/0378-3812(88)87022-5,125,72,1
10.1016/0378-3812(90)85008-X,126,115,1
10.1016/0378-3812(90)87015-H,127,64,1
10.1016/0378-3812(96)03000-2,128,30,1
10.1016/S0378-3812(97)00039-3,129,2,1
10.1016/j.cjche.2013.05.001,130,56,1
10.1016/j.cjche.2014.03.006,131,15,1
10.1016/j.cjche.2016.08.015,132,6,1
10.1016/j.cjche.2017.05.007,133,24,1
10.1016/j.cjche.2018.11.005,134,60,1
10.1016/j.cjche.2019.02.026,135,5,1
10.1016/j.cjche.2020.07.022,136,190,1
10.1016/j.cjche.2020.09.054,137,28,1
10.1016/j.cjche.2020.10.037,138,37,1
10.1016/j.cjche.2021.03.024,139,40,1
10.1016/j.cjche.2022.10.022,140,144,1
10.1016/j.cjche.2023.02.024,141,99,1
10.1016/j.fluid.2005.01.010,142,24,1
10.1016/j.fluid.2007.11.001,143,24,1
10.1016/j.fluid.2009.03.006,144,150,1
10.1016/j.fluid.2009.04.007,145,30,1
10.1016/j.fluid.2010.09.027,146,10,1
10.1016/j.fluid.2010.10.020,147,8,1
10.1016/j.fluid.2011.03.032,148,41,1
10.1016/j.fluid.2011.09.027,149,70,1
10.1016/j.fluid.2011.11.023,150,18,1
10.1016/j.fluid.2012.01.019,151,68,1
10.1016/j.fluid.2012.05.027,152,52,1
10.1016/j.fluid.2012.06.010,153,59,1
10.1016/j.fluid.2012.06.011,154,71,1
10.1016/j.fluid.2012.06.012,155,60,1
10.1016/j.fluid.2012.09.027,11,15,2
10.1016/j.fluid.2012.11.035,156,5,1
10.1016/j.fluid.2013.05.002,157,83,1
10.1016/j.fluid.2013.05.014,0,11,4
10.1016/j.fluid.2013.06.037,158,82,1
10.1016/j.fluid.2013.06.038,159,47,1
10.1016/j.fluid.2013.07.010,12,51,2
10.1016/j.fluid.2013.09.013,160,21,1
10.1016/j.fluid.2013.09.018,2,20,3
10.1016/j.fluid.2013.09.020,161,7,1
10.1016/j.fluid.2013.09.023,162,72,1
10.1016/j.fluid.2013.10.011,163,70,1
10.1016/j.fluid.2013.11.005,164,32,1
10.1016/j.fluid.2013.11.023,3,12,3
10.1016/j.fluid.2013.11.045,165,24,1
10.1016/j.fluid.2014.01.008,166,80,1
10.1016/j.fluid.2014.04.012,167,22,1
10.1016/j.fluid.2014.04.028,168,90,1
10.1016/j.fluid.2014.06.002,169,18,1
10.1016/j.fluid.2014.06.017,0,16,4
10.1016/j.fluid.2014.06.030,170,65,1
10.1016/j.fluid.2014.08.036,171,76,1
10.1016/j.fluid.2014.10.031,172,10,1
10.1016/j.fluid.2014.12.020,173,35,1
10.1016/j.fluid.2014.12.034,174,79,1
10.1016/j.fluid.2015.01.008,175,5,1
10.1016/j.fluid.2015.01.009,176,42,1
10.1016/j.fluid.2015.03.022,177,53,1
10.1016/j.fluid.2015.04.014,178,18,1
10.1016/j.fluid.2015.07.032,9,29,3
10.1016/j.fluid.2015.07.038,30,24,2
10.1016/j.fluid.2015.10.024,179,9,1
10.1016/j.fluid.2015.10.047,180,6,1
10.1016/j.fluid.2016.05.012,5,6,3
10.1016/j.fluid.2016.08.019,181,48,1
10.1016/j.fluid.2016.10.021,182,40,1
10.1016/j.fluid.2017.04.021,183,36,1
10.1016/j.fluid.2017.09.021,184,20,1
10.1016/j.fluid.2017.12.024,185,156,1
10.1016/j.fluid.2017.12.035,65,69,2
10.1016/j.fluid.2018.01.015,186,80,1
10.1016/j.fluid.2018.01.017,5,6,3
10.1016/j.fluid.2018.03.021,187,90,1
10.1016/j.fluid.2018.05.005,188,55,1
10.1016/j.fluid.2018.05.023,189,153,1
10.1016/j.fluid.2018.07.024,190,144,1
10.1016/j.fluid.2019.06.004,191,15,1
10.1016/j.fluid.2019.112301,192,108,1
10.1016/j.fluid.2020.112788,193,4,1
10.1016/j.fluid.2020.112883,13,80,2
10.1016/j.fluid.2020.112917,194,5,1
10.1016/j.fluid.2024.114036,195,99,1
10.1016/j.fluid.2024.114101,196,39,1
10.1016/j.fluid.2025.114355,197,56,1
10.1016/j.fluid.2025.114611,198,100,1
10.1016/j.fluid.2025.114643,199,70,1
10.1016/j.jct.2007.10.006,62,50,2
10.1016/j.jct.2008.01.019,200,9,1
10.1016/j.jct.2010.09.013,201,70,1
10.1016/j.jct.2010.12.007,202,30,1
10.1016/j.jct.2011.11.009,203,103,1
10.1016/j.jct.2011.11.023,204,42,1
10.1016/j.jct.2012.02.002,31,120,2
10.1016/j.jct.2012.06.005,3,99,3
10.1016/j.jct.2012.09.006,205,54,1
10.1016/j.jct.2012.11.021,206,60,1
10.1016/j.jct.2013.05.023,3,24,3
10.1016/j.jct.2013.07.015,207,15,1
10.1016/j.jct.2013.09.012,208,48,1
10.1016/j.jct.2013.09.027,209,130,1
10.1016/j.jct.2013.12.020,210,35,1
10.1016/j.jct.2014.04.011,32,54,2
10.1016/j.jct.2014.05.005,211,81,1
10.1016/j.jct.2014.05.009,212,288,1
10.1016/j.jct.2014.07.011,213,54,1
10.1016/j.jct.2014.08.012,214,24,1
10.1016/j.jct.2014.09.003,215,191,1
10.1016/j.jct.2015.02.004,216,72,1
10.1016/j.jct.2015.04.009,217,64,1
10.1016/j.jct.2015.04.014,34,10,2
10.1016/j.jct.2015.04.025,218,55,1
10.1016/j.jct.2015.04.037,219,14,1
10.1016/j.jct.2015.05.019,220,55,1
10.1016/j.jct.2015.05.026,221,44,1
10.1016/j.jct.2015.06.003,222,54,1
10.1016/j.jct.2015.07.010,223,132,1
10.1016/j.jct.2015.08.028,224,42,1
10.1016/j.jct.2015.09.010,225,45,1
10.1016/j.jct.2015.10.016,226,36,1
10.1016/j.jct.2015.10.024,227,150,1
10.1016/j.jct.2015.11.004,14,21,2
10.1016/j.jct.2015.11.005,228,96,1
10.1016/j.jct.2015.11.025,229,90,1
10.1016/j.jct.2015.12.004,230,9,1
10.1016/j.jct.2015.12.016,231,60,1
10.1016/j.jct.2015.12.022,232,7,1
10.1016/j.jct.2015.12.032,233,63,1
10.1016/j.jct.2016.01.003,234,150,1
10.1016/j.jct.2016.01.022,235,72,1
10.1016/j.jct.2016.01.023,236,78,1
10.1016/j.jct.2016.02.006,31,192,2
10.1016/j.jct.2016.02.020,237,63,1
10.1016/j.jct.2016.03.011,56,136,2
10.1016/j.jct.2016.03.037,238,24,1
10.1016/j.jct.2016.03.039,239,49,1
10.1016/j.jct.2016.04.018,240,150,1
10.1016/j.jct.2016.05.003,37,50,2
10.1016/j.jct.2016.05.005,241,30,1
10.1016/j.jct.2016.05.027,242,146,1
10.1016/j.jct.2016.06.032,243,16,1
10.1016/j.jct.2016.07.001,244,135,1
10.1016/j.jct.2016.07.009,245,153,1
10.1016/j.jct.2016.07.013,246,100,1
10.1016/j.jct.2016.07.014,247,45,1
10.1016/j.jct.2016.07.023,248,180,1
10.1016/j.jct.2016.07.049,249,42,1
10.1016/j.jct.2016.08.007,250,176,1
10.1016/j.jct.2016.08.017,251,135,1
10.1016/j.jct.2016.08.021,252,81,1
10.1016/j.jct.2016.08.023,253,68,1
10.1016/j.jct.2016.08.024,254,12,1
10.1016/j.jct.2016.08.034,255,70,1
10.1016/j.jct.2016.08.035,256,24,1
10.1016/j.jct.2016.09.011,257,40,1
10.1016/j.jct.2016.09.012,258,99,1
10.1016/j.jct.2016.09.015,259,88,1
10.1016/j.jct.2016.09.025,260,18,1
10.1016/j.jct.2016.09.033,261,148,1
10.1016/j.jct.2016.09.036,262,70,1
10.1016/j.jct.2016.09.038,263,153,1
10.1016/j.jct.2016.09.039,46,8,2
10.1016/j.jct.2016.10.006,264,165,1
10.1016/j.jct.2016.10.014,265,105,1
10.1016/j.jct.2016.10.018,266,60,1
10.1016/j.jct.2016.10.020,267,130,1
10.1016/j.jct.2016.10.022,268,14,1
10.1016/j.jct.2016.10.037,269,160,1
10.1016/j.jct.2016.10.040,270,145,1
10.1016/j.jct.2016.10.044,271,10,1
10.1016/j.jct.2016.10.046,272,48,1
10.1016/j.jct.2016.11.014,273,165,1
10.1016/j.jct.2016.11.017,274,192,1
10.1016/j.jct.2016.11.019,275,163,1
10.1016/j.jct.2016.11.029,276,135,1
10.1016/j.jct.2016.11.030,277,48,1
10.1016/j.jct.2016.11.032,278,135,1
10.1016/j.jct.2016.12.028,279,135,1
10.1016/j.jct.2016.12.034,280,14,1
10.1016/j.jct.2017.01.006,281,134,1
10.1016/j.jct.2017.02.008,282,214,1
10.1016/j.jct.2017.02.011,283,117,1
10.1016/j.jct.2017.02.017,284,134,1
10.1016/j.jct.2017.02.025,285,22,1
10.1016/j.jct.2017.04.014,286,89,1
10.1016/j.jct.2017.04.017,287,30,1
10.1016/j.jct.2017.04.019,288,191,1
10.1016/j.jct.2017.05.004,289,15,1
10.1016/j.jct.2017.05.005,290,45,1
10.1016/j.jct.2017.05.013,291,204,1
10.1016/j.jct.2017.05.041,292,18,1
10.1016/j.jct.2017.07.023,293,47,1
10.1016/j.jct.2017.07.027,294,44,1
10.1016/j.jct.2017.08.012,295,15,1
10.1016/j.jct.2018.02.002,296,37,1
10.1016/j.jct.2018.02.005,297,16,1
10.1016/j.jct.2018.03.010,298,38,1
10.1016/j.jct.2018.05.011,299,45,1
10.1016/j.jct.2018.05.030,300,42,1
10.1016/j.jct.2018.07.028,301,50,1
10.1016/j.jct.2018.08.001,15,45,2
10.1016/j.jct.2018.08.018,302,55,1
10.1016/j.jct.2018.09.008,303,44,1
10.1016/j.jct.2018.09.017,304,119,1
10.1016/j.jct.2018.11.021,305,48,1
10.1016/j.jct.2018.11.022,43,45,2
10.1016/j.jct.2018.12.035,16,45,2
10.1016/j.jct.2018.12.038,306,60,1
10.1016/j.jct.2018.12.045,307,48,1
10.1016/j.jct.2019.01.013,308,117,1
10.1016/j.jct.2019.01.015,309,50,1
10.1016/j.jct.2019.02.005,310,70,1
10.1016/j.jct.2019.02.016,311,35,1
10.1016/j.jct.2019.03.015,312,21,1
10.1016/j.jct.2019.03.021,313,27,1
10.1016/j.jct.2019.03.029,314,80,1
10.1016/j.jct.2019.05.014,315,10,1
10.1016/j.jct.2019.06.033,17,50,2
10.1016/j.jct.2019.07.001,316,45,1
10.1016/j.jct.2019.07.017,317,50,1
10.1016/j.jct.2019.07.018,33,78,2
10.1016/j.jct.2019.105905,318,70,1
10.1016/j.jct.2019.105952,319,28,1
10.1016/j.jct.2019.105967,18,128,2
10.1016/j.jct.2019.105969,320,54,1
10.1016/j.jct.2019.106010,321,55,1
10.1016/j.jct.2019.106014,322,45,1
10.1016/j.jct.2019.106016,323,47,1
10.1016/j.jct.2019.106023,324,50,1
10.1016/j.jct.2019.106031,325,45,1
10.1016/j.jct.2019.106044,326,47,1
10.1016/j.jct.2019.106045,40,45,2
10.1016/j.jct.2020.106066,327,33,1
10.1016/j.jct.2020.106090,328,54,1
10.1016/j.jct.2020.106116,19,83,2
10.1016/j.jct.2020.106126,329,54,1
10.1016/j.jct.2020.106128,330,45,1
10.1016/j.jct.2020.106137,331,27,1
10.1016/j.jct.2020.106138,332,10,1
10.1016/j.jct.2020.106167,333,8,1
10.1016/j.jct.2020.106190,334,9,1
10.1016/j.jct.2020.106191,335,128,1
10.1016/j.jct.2020.106199,336,20,1
10.1016/j.jct.2020.106200,337,45,1
10.1016/j.jct.2020.106208,338,45,1
10.1016/j.jct.2020.106229,339,46,1
10.1016/j.jct.2020.106231,340,117,1
10.1016/j.jct.2020.106234,341,120,1
10.1016/j.jct.2020.106239,342,127,1
10.1016/j.jct.2020.106250,343,60,1
10.1016/j.jct.2020.106253,344,45,1
10.1016/j.jct.2020.106255,345,48,1
10.1016/j.jct.2020.106259,346,144,1
10.1016/j.jct.2020.106272,347,108,1
10.1016/j.jct.2020.106273,348,45,1
10.1016/j.jct.2020.106280,349,135,1
10.1016/j.jct.2020.106285,350,10,1
10.1016/j.jct.2020.106301,351,57,1
10.1016/j.jct.2020.106315,352,38,1
10.1016/j.jct.2020.106323,42,130,2
10.1016/j.jct.2020.106328,353,146,1
10.1016/j.jct.2020.106332,354,15,1
10.1016/j.jct.2020.106343,355,27,1
10.1016/j.jct.2020.106344,356,36,1
10.1016/j.jct.2020.106345,357,36,1
10.1016/j.jct.2020.106364,19,8,2
10.1016/j.jct.2020.106372,358,30,1
10.1016/j.jct.2021.106398,359,120,1
10.1016/j.jct.2021.106451,360,180,1
10.1016/j.jct.2021.106478,361,108,1
10.1016/j.jct.2021.106493,362,120,1
10.1016/j.jct.2021.106512,363,10,1
10.1016/j.jct.2021.106517,364,45,1
10.1016/j.jct.2021.106553,365,28,1
10.1016/j.jct.2021.106555,366,27,1
10.1016/j.jct.2021.106569,20,120,2
10.1016/j.jct.2021.106589,367,150,1
10.1016/j.jct.2021.106605,368,108,1
10.1016/j.jct.2021.106611,369,49,1
10.1016/j.jct.2021.106616,370,45,1
10.1016/j.jct.2021.106624,371,130,1
10.1016/j.jct.2021.106625,372,108,1
10.1016/j.jct.2021.106670,373,45,1
10.1016/j.jct.2021.106686,374,36,1
10.1016/j.jct.2021.106694,375,100,1
10.1016/j.jct.2021.106712,376,70,1
10.1016/j.jct.2021.106714,20,30,2
10.1016/j.jct.2021.106720,377,48,1
10.1016/j.jct.2022.106727,4,45,3
10.1016/j.jct.2022.106748,378,39,1
10.1016/j.jct.2022.106767,379,140,1
10.1016/j.jct.2022.106777,380,25,1
10.1016/j.jct.2022.106792,381,50,1
10.1016/j.jct.2022.106794,382,90,1
10.1016/j.jct.2022.106819,383,117,1
10.1016/j.jct.2022.106854,384,36,1
10.1016/j.jct.2022.106875,385,72,1
10.1016/j.jct.2022.106926,386,45,1
10.1016/j.jct.2022.106928,387,40,1
10.1016/j.jct.2022.106934,388,120,1
10.1016/j.jct.2022.106947,389,134,1
10.1016/j.jct.2022.106948,390,55,1
10.1016/j.jct.2022.106969,391,108,1
10.1016/j.jct.2022.106981,21,50,2
10.1016/j.jct.2022.107002,392,40,1
10.1016/j.jct.2023.107019,393,64,1
10.1016/j.jct.2023.107052,394,30,1
10.1016/j.jct.2023.107054,395,40,1
10.1016/j.jct.2023.107055,396,50,1
10.1016/j.jct.2023.107064,397,79,1
10.1016/j.jct.2023.107066,398,36,1
10.1016/j.jct.2023.107084,399,62,1
10.1016/j.jct.2023.107088,400,48,1
10.1016/j.jct.2023.107090,50,48,2
10.1016/j.jct.2023.107097,401,24,1
10.1016/j.jct.2023.107109,402,100,1
10.1016/j.jct.2023.107115,403,30,1
10.1016/j.jct.2023.107138,404,40,1
10.1016/j.jct.2023.107153,405,50,1
10.1016/j.jct.2023.107162,406,96,1
10.1016/j.jct.2023.107182,407,118,1
10.1016/j.jct.2023.107195,408,54,1
10.1016/j.jct.2023.107202,409,108,1
10.1016/j.jct.2023.107206,32,63,2
10.1016/j.jct.2023.107209,410,90,1
10.1016/j.jct.2023.107229,411,109,1
10.1016/j.jct.2023.107231,33,39,2
10.1016/j.jct.2024.107261,412,44,1
10.1016/j.jct.2024.107276,413,27,1
10.1016/j.jct.2024.107312,414,27,1
10.1016/j.jct.2024.107314,415,45,1
10.1016/j.jct.2024.107324,416,106,1
10.1016/j.jct.2024.107343,417,104,1
10.1016/j.jct.2024.107349,418,45,1
10.1016/j.jct.2024.107350,419,107,1
10.1016/j.jct.2024.107365,22,120,2
10.1016/j.jct.2024.107366,52,40,2
10.1016/j.jct.2024.107407,420,45,1
10.1016/j.jct.2024.107409,421,72,1
10.1016/j.jct.2024.107410,422,15,1
10.1016/j.jct.2024.107414,423,36,1
10.1016/j.jct.2024.107426,424,34,1
10.1016/j.jct.2024.107427,425,45,1
10.1016/j.jct.2024.107430,426,48,1
10.1016/j.jct.2024.107434,427,20,1
10.1016/j.jct.2025.107455,428,16,1
10.1016/j.jct.2025.107468,429,100,1
10.1016/j.jct.2025.107487,430,141,1
10.1016/j.jct.2025.107513,431,117,1
10.1016/j.jct.2025.107551,432,97,1
10.1016/j.jct.2025.107562,433,108,1
10.1016/j.jct.2025.107579,434,160,1
10.1016/j.jct.2025.107601,435,115,1
10.1016/j.jct.2025.107618,436,140,1
10.1016/j.jics.2022.100427,437,70,1
10.1016/j.molliq.2004.06.001,438,26,1
10.1016/j.molliq.2008.07.011,439,6,1
10.1016/j.molliq.2010.06.004,440,45,1
10.1016/j.molliq.2011.01.004,441,25,1
10.1016/j.molliq.2011.12.014,442,18,1
10.1016/j.molliq.2012.05.020,443,10,1
10.1016/j.molliq.2012.11.001,444,10,1
10.1016/j.molliq.2012.12.027,445,24,1
10.1016/j.molliq.2012.12.028,446,2,1
10.1016/j.molliq.2012.12.035,60,18,2
10.1016/j.molliq.2013.02.005,447,18,1
10.1016/j.molliq.2013.06.011,7,10,3
10.1016/j.molliq.2013.07.014,448,48,1
10.1016/j.molliq.2013.07.015,449,12,1
10.1016/j.molliq.2013.08.013,450,7,1
10.1016/j.molliq.2013.09.013,451,6,1
10.1016/j.molliq.2013.10.012,452,5,1
10.1016/j.molliq.2013.11.026,453,8,1
10.1016/j.molliq.2013.11.029,454,60,1
10.1016/j.molliq.2013.12.044,455,22,1
10.1016/j.molliq.2014.02.039,456,15,1
10.1016/j.molliq.2014.06.006,457,2,1
10.1016/j.molliq.2014.06.010,458,16,1
10.1016/j.molliq.2014.10.010,459,10,1
10.1016/j.molliq.2014.11.008,460,16,1
10.1016/j.molliq.2014.12.034,461,4,1
10.1016/j.molliq.2014.12.039,462,16,1
10.1016/j.molliq.2015.01.045,463,156,1
10.1016/j.molliq.2015.01.047,2,4,3
10.1016/j.molliq.2015.03.038,8,5,3
10.1016/j.molliq.2015.05.024,464,91,1
10.1016/j.molliq.2015.05.035,35,45,2
10.1016/j.molliq.2015.06.016,34,10,2
10.1016/j.molliq.2015.07.007,465,16,1
10.1016/j.molliq.2015.07.013,466,5,1
10.1016/j.molliq.2015.10.057,53,5,2
10.1016/j.molliq.2015.12.052,467,66,1
10.1016/j.molliq.2016.01.061,468,18,1
10.1016/j.molliq.2016.02.002,469,170,1
10.1016/j.molliq.2016.02.065,36,5,2
10.1016/j.molliq.2016.03.021,470,35,1
10.1016/j.molliq.2016.03.058,35,5,2
10.1016/j.molliq.2016.04.068,36,40,2
10.1016/j.molliq.2016.04.095,471,6,1
10.1016/j.molliq.2016.04.121,23,50,2
10.1016/j.molliq.2016.05.015,37,10,2
10.1016/j.molliq.2016.05.056,472,10,1
10.1016/j.molliq.2016.06.062,473,136,1
10.1016/j.molliq.2016.07.007,6,50,3
10.1016/j.molliq.2016.07.063,474,24,1
10.1016/j.molliq.2016.07.129,475,44,1
10.1016/j.molliq.2016.08.074,476,245,1
10.1016/j.molliq.2016.10.047,38,55,2
10.1016/j.molliq.2016.10.098,477,55,1
10.1016/j.molliq.2016.10.110,478,72,1
10.1016/j.molliq.2016.11.009,6,5,3
10.1016/j.molliq.2016.12.067,38,5,2
10.1016/j.molliq.2016.12.105,479,50,1
10.1016/j.molliq.2017.01.077,39,10,2
10.1016/j.molliq.2017.02.084,480,163,1
10.1016/j.molliq.2017.03.057,481,55,1
10.1016/j.molliq.2017.03.108,482,32,1
10.1016/j.molliq.2017.03.119,483,15,1
10.1016/j.molliq.2017.04.014,484,55,1
10.1016/j.molliq.2017.04.049,485,16,1
10.1016/j.molliq.2017.04.081,486,48,1
10.1016/j.molliq.2017.04.082,487,202,1
10.1016/j.molliq.2017.04.083,488,41,1
10.1016/j.molliq.2017.04.122,489,56,1
10.1016/j.molliq.2017.05.018,490,49,1
10.1016/j.molliq.2017.05.032,39,50,2
10.1016/j.molliq.2017.05.046,491,60,1
10.1016/j.molliq.2017.05.076,492,160,1
10.1016/j.molliq.2017.05.105,493,50,1
10.1016/j.molliq.2017.05.118,494,71,1
10.1016/j.molliq.2017.05.124,495,90,1
10.1016/j.molliq.2017.06.037,496,108,1
10.1016/j.molliq.2017.06.043,44,10,2
10.1016/j.molliq.2017.06.080,497,10,1
10.1016/j.molliq.2017.06.099,498,48,1
10.1016/j.molliq.2017.06.110,499,68,1
10.1016/j.molliq.2017.07.011,500,5,1
10.1016/j.molliq.2017.07.071,501,40,1
10.1016/j.molliq.2017.07.095,502,5,1
10.1016/j.molliq.2017.07.125,55,32,2
10.1016/j.molliq.2017.08.005,503,41,1
10.1016/j.molliq.2017.08.030,504,80,1
10.1016/j.molliq.2017.08.054,505,104,1
10.1016/j.molliq.2017.08.116,506,72,1
10.1016/j.molliq.2017.09.084,507,81,1
10.1016/j.molliq.2017.11.028,508,45,1
10.1016/j.molliq.2017.11.159,509,149,1
10.1016/j.molliq.2017.11.167,510,55,1
10.1016/j.molliq.2017.12.113,511,72,1
10.1016/j.molliq.2018.01.033,512,5,1
10.1016/j.molliq.2018.01.155,513,55,1
10.1016/j.molliq.2018.02.046,514,81,1
10.1016/j.molliq.2018.02.068,515,10,1
10.1016/j.molliq.2018.03.121,57,108,2
10.1016/j.molliq.2018.04.009,516,32,1
10.1016/j.molliq.2018.07.019,517,15,1
10.1016/j.molliq.2018.07.061,518,90,1
10.1016/j.molliq.2018.07.082,519,15,1
10.1016/j.molliq.2018.09.076,17,90,2
10.1016/j.molliq.2018.09.114,520,80,1
10.1016/j.molliq.2018.10.068,521,50,1
10.1016/j.molliq.2018.10.104,522,50,1
10.1016/j.molliq.2018.10.109,523,18,1
10.1016/j.molliq.2018.10.158,524,71,1
10.1016/j.molliq.2018.11.123,525,72,1
10.1016/j.molliq.2018.12.081,526,392,1
10.1016/j.molliq.2019.01.082,527,10,1
10.1016/j.molliq.2019.01.120,528,10,1
10.1016/j.molliq.2019.02.023,529,108,1
10.1016/j.molliq.2019.02.038,530,5,1
10.1016/j.molliq.2019.02.104,531,12,1
10.1016/j.molliq.2019.03.069,532,10,1
10.1016/j.molliq.2019.03.079,533,4,1
10.1016/j.molliq.2019.03.128,534,35,1
10.1016/j.molliq.2019.04.049,535,4,1
10.1016/j.molliq.2019.110885,24,108,2
10.1016/j.molliq.2019.110894,536,18,1
10.1016/j.molliq.2019.110897,537,90,1
10.1016/j.molliq.2019.111041,40,55,2
10.1016/j.molliq.2019.111122,538,99,1
10.1016/j.molliq.2019.111219,1,16,4
10.1016/j.molliq.2019.111246,539,5,1
10.1016/j.molliq.2019.111264,540,176,1
10.1016/j.molliq.2019.111382,541,10,1
10.1016/j.molliq.2019.111396,542,137,1
10.1016/j.molliq.2019.111437,4,108,3
10.1016/j.molliq.2019.111507,2,18,3
10.1016/j.molliq.2019.111531,543,81,1
10.1016/j.molliq.2019.111541,544,48,1
10.1016/j.molliq.2019.111577,545,174,1
10.1016/j.molliq.2019.111622,546,55,1
10.1016/j.molliq.2019.111633,547,81,1
10.1016/j.molliq.2019.111716,548,10,1
10.1016/j.molliq.2019.111717,549,6,1
10.1016/j.molliq.2019.111755,18,10,2
10.1016/j.molliq.2019.111756,550,5,1
10.1016/j.molliq.2019.111784,551,56,1
10.1016/j.molliq.2019.111889,1,10,4
10.1016/j.molliq.2019.112015,552,90,1
10.1016/j.molliq.2019.112043,48,6,2
10.1016/j.molliq.2019.112101,553,14,1
10.1016/j.molliq.2019.112203,554,118,1
10.1016/j.molliq.2019.112211,555,45,1
10.1016/j.molliq.2019.112257,556,89,1
10.1016/j.molliq.2019.112259,557,5,1
10.1016/j.molliq.2019.112354,558,10,1
10.1016/j.molliq.2019.112365,559,99,1
10.1016/j.molliq.2019.112436,560,5,1
10.1016/j.molliq.2020.112465,561,10,1
10.1016/j.molliq.2020.112474,562,5,1
10.1016/j.molliq.2020.112476,563,56,1
10.1016/j.molliq.2020.112491,564,132,1
10.1016/j.molliq.2020.112504,565,4,1
10.1016/j.molliq.2020.112599,566,130,1
10.1016/j.molliq.2020.112636,567,7,1
10.1016/j.molliq.2020.112670,568,36,1
10.1016/j.molliq.2020.112714,41,10,2
10.1016/j.molliq.2020.112723,569,71,1
10.1016/j.molliq.2020.112774,570,5,1
10.1016/j.molliq.2020.112830,571,5,1
10.1016/j.molliq.2020.112952,572,100,1
10.1016/j.molliq.2020.113004,573,81,1
10.1016/j.molliq.2020.113148,574,15,1
10.1016/j.molliq.2020.113170,575,35,1
10.1016/j.molliq.2020.113264,576,65,1
10.1016/j.molliq.2020.113268,577,56,1
10.1016/j.molliq.2020.113294,578,165,1
10.1016/j.molliq.2020.113363,579,25,1
10.1016/j.molliq.2020.113370,580,76,1
10.1016/j.molliq.2020.113384,47,128,2
10.1016/j.molliq.2020.113425,581,153,1
10.1016/j.molliq.2020.113546,582,5,1
10.1016/j.molliq.2020.113779,583,116,1
10.1016/j.molliq.2020.113867,584,4,1
10.1016/j.molliq.2020.113895,585,108,1
10.1016/j.molliq.2020.113903,586,90,1
10.1016/j.molliq.2020.113945,587,79,1
10.1016/j.molliq.2020.114004,588,99,1
10.1016/j.molliq.2020.114035,589,81,1
10.1016/j.molliq.2020.114065,590,5,1
10.1016/j.molliq.2020.114130,591,22,1
10.1016/j.molliq.2020.114139,592,80,1
10.1016/j.molliq.2020.114259,593,32,1
10.1016/j.molliq.2020.114310,594,10,1
10.1016/j.molliq.2020.114342,13,30,2
10.1016/j.molliq.2020.114361,595,48,1
