Solute_Canon,Solvent_Canon,Temperature_K,LogS_consensus,sigma,n_contributing_groups,pair_MAE
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCCO,328.2,-1.749399558156128,,1,0.169028158229588
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,278.2,-1.9175978213714187,0.11812624171571824,2,0.1157508788788013
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,288.2,-1.8554020855923579,0.10408002296229033,2,0.1157508788788013
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,298.2,-1.7822715519146426,0.06993509826425869,2,0.1157508788788013
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,308.2,-1.6997609370008557,0.01833082260903412,2,0.1157508788788013
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,318.2,-1.643470864727055,,1,0.1157508788788013
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,O,273.2,-4.965905981331531,0.014922094846342828,2,0.0106585617434929
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,O,278.2,-4.790662044334837,0.012,2,0.0106585617434929
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,O,283.2,-4.631546938201382,0.012,2,0.0106585617434929
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,O,288.2,-4.487548720292182,0.012,2,0.0106585617434929
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,O,298.2,-4.241223157896826,0.012,2,0.0106585617434929
CC(=O)CCc1ccc(O)cc1,CC(C)=O,283.15,0.5436820630082977,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,288.15,0.6086777193671011,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,293.15,0.6759674001003937,0.012,2,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,298.15,0.7407508222497441,0.012,2,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,303.15,0.8078614767409533,0.012,2,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,308.15,0.8771136367127994,0.012,2,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,313.15,0.9483357508179111,0.012,2,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,318.15,1.0346069962735953,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,323.15,1.116413362983252,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,328.15,1.2011195063781486,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CC(C)=O,333.15,1.288513922873733,,1,0.0047992553541985
CC(=O)CCc1ccc(O)cc1,CCCCO,283.15,-0.08203422741920408,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,288.15,0.04504815639849724,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,293.15,0.27497482150011343,0.15170000799740935,2,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,298.15,0.36847583419364116,0.11640438092081846,2,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,303.15,0.463701434328884,0.08919117764734956,2,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,308.15,0.5604896374067889,0.06955470237773007,2,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,313.15,0.6586912967114371,0.05702514210036507,2,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,318.15,0.7943485040778171,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,323.15,0.8952609304730288,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,328.15,1.0013665071835476,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCCO,333.15,1.1123073107784478,,1,0.1339981816937916
CC(=O)CCc1ccc(O)cc1,CCCO,283.15,0.13928403908880682,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,288.15,0.24482702358903907,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,293.15,0.3529589728826963,0.012,2,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,298.15,0.4571244690641052,0.012,2,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,303.15,0.5633860700664499,0.012,2,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,308.15,0.671551969474919,0.012,2,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,313.15,0.7814454781644784,0.018772007546223938,2,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,318.15,0.9140910356875054,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,323.15,1.0367321915038872,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,328.15,1.1623872023412503,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCCO,333.15,1.290819038376128,,1,0.010363725227419
CC(=O)CCc1ccc(O)cc1,CCO,283.15,0.33814090681816467,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,288.15,0.45380684857472176,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,293.15,0.5703254681525376,0.012,2,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,298.15,0.6663190846514357,0.012,2,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,303.15,0.7622941082556647,0.013402292407818518,2,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,308.15,0.8582003612128712,0.015163032336529565,2,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,313.15,0.9539925019563107,0.012,2,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,318.15,1.0479474735245446,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,323.15,1.1532021354360609,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,328.15,1.261468229060597,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCO,333.15,1.372516822555724,,1,0.0148481928327428
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,283.15,0.07797062685368417,,1,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,288.15,0.191909125886923,,1,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,293.15,0.2717335997947927,0.038972460072766286,2,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,298.15,0.3669621734838806,0.047417976468913305,2,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,303.15,0.4617843729071467,0.048188694037717916,2,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,308.15,0.5561755987594701,0.04177822432760099,2,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,313.15,0.6501142402452551,0.02864482011369107,2,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,318.15,0.7370658549079394,,1,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,323.15,0.8479570059263324,,1,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,328.15,0.9622576214983098,,1,0.0606965812525589
CC(=O)CCc1ccc(O)cc1,CCOC(C)=O,333.15,1.0797122960993875,,1,0.0606965812525589
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)O,293.2,-1.9972645894786751,0.012,2,0.045758732188222
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)O,298.2,-1.8920664461238914,0.01843279803604968,2,0.045758732188222
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)O,303.2,-1.7676228563072698,0.03303545118844608,2,0.045758732188222
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)O,308.2,-1.6252390351216093,0.04671251569854368,2,0.045758732188222
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)O,313.2,-1.4661250819317786,0.0595155335536622,2,0.045758732188222
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(O)CO,293.2,-1.6736762885413654,0.03120436575876246,2,0.0321433911232458
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(O)CO,298.2,-1.555597560013652,0.02991009592823823,2,0.0321433911232458
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(O)CO,303.2,-1.4280206935794624,0.016602438494566336,2,0.0321433911232458
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(O)CO,308.2,-1.2916252511011521,0.012,2,0.0321433911232458
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(O)CO,313.2,-1.1470404610058793,0.04298793551978803,2,0.0321433911232458
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCO,293.2,-1.3585851821121508,0.046925741442733225,2,0.0862812779497706
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCO,298.2,-1.2569910208501227,0.05644986855953148,2,0.0862812779497706
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCO,303.2,-1.164548894209645,0.06303234950972765,2,0.0862812779497706
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCO,308.2,-1.0807192509585235,0.06685898417319283,2,0.0862812779497706
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCO,313.2,-1.0049999996206367,0.0681023464936137,2,0.0862812779497706
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CN1CCCC1=O,293.2,-0.6707884516153371,0.035235797316498514,2,0.0279313457425242
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CN1CCCC1=O,298.2,-0.5997610143378864,0.012415587864807674,2,0.0279313457425242
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CN1CCCC1=O,303.2,-0.5356316364901836,0.012,2,0.0279313457425242
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CN1CCCC1=O,308.2,-0.47799068048917803,0.023911982686774427,2,0.0279313457425242
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CN1CCCC1=O,313.2,-0.42645702714867895,0.03779258692255271,2,0.0279313457425242
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,293.2,-4.673724853204575,,1,0.0417664260753749
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,298.2,-4.63983567808063,0.012,2,0.0417664260753749
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,303.2,-4.600233784254101,0.012,2,0.0417664260753749
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,308.2,-4.550069000384681,0.03754501042326539,2,0.0417664260753749
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,313.2,-4.4900363703696655,0.08952968713081337,2,0.0417664260753749
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,O,318.2,-4.307395316234533,,1,0.0417664260753749
CC(=O)NCC(=O)O,CC(C)O,278.15,-1.6141661734675363,,1,0.0677084070782752
CC(=O)NCC(=O)O,CC(C)O,282.15,-1.5413430344652514,,1,0.0677084070782752
CC(=O)NCC(=O)O,CC(C)O,283.15,-1.543783008723187,0.02870965717229264,2,0.0677084070782752
CC(=O)NCC(=O)O,CC(C)O,286.15,-1.494318546573023,0.03339600417561337,2,0.0677084070782752
CC(=O)NCC(=O)O,CC(C)O,288.15,-1.4618167844637284,0.03626371847348478,2,0.0677084070782752
CC(=O)NCC(=O)O,CC(C)O,290.15,-1.4296861289146352,0.03893247231510016,2,0.0677084070782752
